content_id,platform,content_type,topic,likes,comments,shares,saves,reach,engagement_rate,performance_label,success_driver,failure_reason,posted_at,recommended_action
cnt_306,LinkedIn,image,Productivity,269,73,173,278,1584,0.501,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-03,Replicate hook style and CTA in upcoming posts
cnt_307,LinkedIn,image,Tech,614,5,73,40,4679,0.156,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-04,Replicate hook style and CTA in upcoming posts
cnt_308,X,image,Productivity,1001,27,51,275,5224,0.259,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-05,Replicate hook style and CTA in upcoming posts
cnt_309,Instagram,reel,Tech,243,78,189,300,1219,0.664,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-06,Replicate hook style and CTA in upcoming posts
cnt_310,Instagram,text,Education,1107,28,163,119,3751,0.378,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-07,Replicate hook style and CTA in upcoming posts
cnt_311,X,carousel,Announcement,987,12,174,70,3003,0.414,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-08,Replicate hook style and CTA in upcoming posts
cnt_312,LinkedIn,image,Education,994,61,166,102,9174,0.144,average,,Content performed as expected for this format,2026-10-09,Maintain strategy and test small variations
cnt_313,X,carousel,Marketing,141,116,196,45,1090,0.457,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-10,Replicate hook style and CTA in upcoming posts
cnt_314,Instagram,text,Announcement,96,116,44,213,468,1.002,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-11,Replicate hook style and CTA in upcoming posts
cnt_315,Instagram,image,Marketing,401,119,191,148,1356,0.633,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-12,Replicate hook style and CTA in upcoming posts
cnt_316,X,text,Productivity,239,118,85,145,1647,0.356,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-13,Replicate hook style and CTA in upcoming posts
cnt_317,Instagram,image,Productivity,1052,59,69,98,9781,0.131,average,,Content performed as expected for this format,2026-10-14,Maintain strategy and test small variations
cnt_318,X,image,Education,959,82,65,95,2992,0.401,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-15,Replicate hook style and CTA in upcoming posts
cnt_319,X,text,Announcement,1182,86,193,98,6421,0.243,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-16,Replicate hook style and CTA in upcoming posts
cnt_320,Instagram,carousel,Productivity,1075,41,22,205,8707,0.154,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-17,Replicate hook style and CTA in upcoming posts
cnt_321,LinkedIn,carousel,Announcement,997,41,63,3,5127,0.215,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-18,Replicate hook style and CTA in upcoming posts
cnt_322,X,reel,Education,566,42,77,298,4658,0.211,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-19,Replicate hook style and CTA in upcoming posts
cnt_323,LinkedIn,image,Productivity,756,88,60,31,3236,0.289,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-20,Replicate hook style and CTA in upcoming posts
cnt_324,Instagram,image,Education,850,87,128,159,8204,0.149,average,,Audience engagement consistent with baseline,2026-10-21,Experiment with hook or CTA to push performance
cnt_325,LinkedIn,image,Announcement,472,28,34,244,2043,0.381,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-22,Replicate hook style and CTA in upcoming posts
cnt_326,X,carousel,Productivity,1144,116,120,275,10001,0.165,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-23,Replicate hook style and CTA in upcoming posts
cnt_327,Instagram,reel,Motivation,187,67,114,270,1301,0.49,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-24,Replicate hook style and CTA in upcoming posts
cnt_328,X,carousel,Productivity,1141,115,129,103,8114,0.183,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-25,Replicate hook style and CTA in upcoming posts
cnt_329,X,carousel,Tech,691,109,133,226,3025,0.383,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-26,Replicate hook style and CTA in upcoming posts
cnt_330,Instagram,text,Productivity,1021,11,130,228,9687,0.143,average,,Content performed as expected for this format,2026-10-27,Maintain strategy and test small variations
cnt_331,X,text,Tech,1071,53,116,288,3685,0.415,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-28,Replicate hook style and CTA in upcoming posts
cnt_332,Instagram,carousel,Marketing,651,92,5,202,4037,0.235,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-29,Replicate hook style and CTA in upcoming posts
cnt_333,X,reel,Motivation,169,5,108,176,637,0.719,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-30,Replicate hook style and CTA in upcoming posts
cnt_334,Instagram,text,Education,986,4,73,209,4432,0.287,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-31,Replicate hook style and CTA in upcoming posts
cnt_335,X,carousel,Tech,803,57,96,192,3066,0.374,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-01,Replicate hook style and CTA in upcoming posts
cnt_336,X,carousel,Tech,732,15,45,275,5415,0.197,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-02,Replicate hook style and CTA in upcoming posts
cnt_337,LinkedIn,text,Marketing,476,106,0,11,2650,0.224,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-03,Replicate hook style and CTA in upcoming posts
cnt_338,LinkedIn,carousel,Education,796,105,58,126,6161,0.176,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-04,Replicate hook style and CTA in upcoming posts
cnt_339,X,text,Marketing,406,119,185,57,1349,0.569,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-05,Replicate hook style and CTA in upcoming posts
cnt_340,X,reel,Announcement,52,30,52,34,207,0.812,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-06,Replicate hook style and CTA in upcoming posts
cnt_341,LinkedIn,carousel,Marketing,119,31,189,22,768,0.47,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-07,Replicate hook style and CTA in upcoming posts
cnt_342,X,image,Productivity,464,96,198,28,1965,0.4,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-08,Replicate hook style and CTA in upcoming posts
cnt_343,LinkedIn,carousel,Tech,1199,40,147,164,7478,0.207,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-09,Replicate hook style and CTA in upcoming posts
cnt_344,Instagram,carousel,Tech,1087,28,105,153,5515,0.249,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-10,Replicate hook style and CTA in upcoming posts
cnt_345,X,text,Marketing,894,71,126,24,5503,0.203,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-11,Replicate hook style and CTA in upcoming posts
cnt_346,LinkedIn,text,Productivity,672,89,106,209,3238,0.332,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-12,Replicate hook style and CTA in upcoming posts
cnt_347,X,carousel,Announcement,1121,60,61,115,5826,0.233,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-13,Replicate hook style and CTA in upcoming posts
cnt_348,X,carousel,Announcement,138,71,105,213,984,0.536,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-14,Replicate hook style and CTA in upcoming posts
cnt_349,Instagram,text,Education,517,32,52,169,4199,0.183,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-15,Replicate hook style and CTA in upcoming posts
cnt_350,LinkedIn,text,Tech,209,68,185,97,732,0.764,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-16,Replicate hook style and CTA in upcoming posts
cnt_351,X,carousel,Announcement,100,111,18,96,901,0.361,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-17,Replicate hook style and CTA in upcoming posts
cnt_352,Instagram,carousel,Tech,447,111,85,155,1403,0.569,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-18,Replicate hook style and CTA in upcoming posts
cnt_353,X,carousel,Announcement,260,95,193,245,1276,0.621,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-19,Replicate hook style and CTA in upcoming posts
cnt_354,LinkedIn,image,Education,510,70,82,144,3089,0.261,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-20,Replicate hook style and CTA in upcoming posts
cnt_355,Instagram,text,Education,555,46,131,254,3573,0.276,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-21,Replicate hook style and CTA in upcoming posts
cnt_356,X,carousel,Tech,436,47,80,211,1495,0.518,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-22,Replicate hook style and CTA in upcoming posts
cnt_357,LinkedIn,carousel,Productivity,318,2,66,283,2664,0.251,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-23,Replicate hook style and CTA in upcoming posts
cnt_358,LinkedIn,image,Education,695,29,97,291,4098,0.271,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-24,Replicate hook style and CTA in upcoming posts
cnt_359,Instagram,image,Productivity,1020,92,164,251,6835,0.223,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-25,Replicate hook style and CTA in upcoming posts
cnt_360,X,reel,Marketing,306,92,139,250,1671,0.471,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-26,Replicate hook style and CTA in upcoming posts
cnt_361,LinkedIn,carousel,Tech,89,107,19,24,273,0.875,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-27,Replicate hook style and CTA in upcoming posts
cnt_362,Instagram,text,Education,493,8,181,77,1516,0.501,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-28,Replicate hook style and CTA in upcoming posts
cnt_363,LinkedIn,reel,Motivation,143,79,163,247,1104,0.572,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-29,Replicate hook style and CTA in upcoming posts
cnt_364,X,image,Marketing,1109,70,105,6,3464,0.372,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-11-30,Replicate hook style and CTA in upcoming posts
cnt_365,Instagram,reel,Marketing,607,2,128,220,3289,0.291,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-01,Replicate hook style and CTA in upcoming posts
cnt_366,LinkedIn,image,Announcement,324,30,49,269,2005,0.335,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-02,Replicate hook style and CTA in upcoming posts
cnt_367,Instagram,carousel,Education,181,47,103,235,1700,0.333,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-03,Replicate hook style and CTA in upcoming posts
cnt_368,LinkedIn,text,Announcement,185,83,166,16,746,0.603,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-04,Replicate hook style and CTA in upcoming posts
cnt_369,Instagram,reel,Announcement,1151,60,14,4,9210,0.133,average,,Content performed as expected for this format,2026-12-05,Maintain strategy and test small variations
cnt_370,Instagram,reel,Productivity,908,82,200,169,7359,0.185,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-06,Replicate hook style and CTA in upcoming posts
cnt_371,LinkedIn,reel,Motivation,452,115,177,290,3303,0.313,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-07,Replicate hook style and CTA in upcoming posts
cnt_372,Instagram,image,Motivation,594,115,139,288,2051,0.554,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-08,Replicate hook style and CTA in upcoming posts
cnt_373,LinkedIn,carousel,Marketing,444,75,36,203,1647,0.46,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-09,Replicate hook style and CTA in upcoming posts
cnt_374,LinkedIn,carousel,Tech,512,72,99,276,2894,0.331,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-10,Replicate hook style and CTA in upcoming posts
cnt_375,Instagram,text,Productivity,180,64,190,177,649,0.941,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-11,Replicate hook style and CTA in upcoming posts
cnt_376,Instagram,image,Announcement,175,43,154,203,1193,0.482,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-12,Replicate hook style and CTA in upcoming posts
cnt_377,LinkedIn,carousel,Tech,1024,29,91,283,6147,0.232,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-13,Replicate hook style and CTA in upcoming posts
cnt_378,X,reel,Motivation,798,10,197,151,4412,0.262,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-14,Replicate hook style and CTA in upcoming posts
cnt_379,LinkedIn,image,Education,568,19,97,78,4733,0.161,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-15,Replicate hook style and CTA in upcoming posts
cnt_380,LinkedIn,image,Motivation,238,11,1,157,1624,0.251,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-16,Replicate hook style and CTA in upcoming posts
cnt_381,X,text,Motivation,291,11,47,220,1792,0.318,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-17,Replicate hook style and CTA in upcoming posts
cnt_382,X,image,Announcement,73,11,90,283,314,1.455,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-18,Replicate hook style and CTA in upcoming posts
cnt_383,X,carousel,Marketing,45,37,105,198,178,2.163,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-19,Replicate hook style and CTA in upcoming posts
cnt_384,Instagram,image,Education,1087,21,175,194,4649,0.318,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-20,Replicate hook style and CTA in upcoming posts
cnt_385,LinkedIn,image,Announcement,569,63,37,32,2391,0.293,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-21,Replicate hook style and CTA in upcoming posts
cnt_386,LinkedIn,carousel,Tech,633,61,200,39,4857,0.192,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-22,Replicate hook style and CTA in upcoming posts
cnt_387,Instagram,carousel,Education,1035,76,157,100,6855,0.2,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-23,Replicate hook style and CTA in upcoming posts
cnt_388,LinkedIn,text,Education,33,50,85,194,304,1.191,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-24,Replicate hook style and CTA in upcoming posts
cnt_389,LinkedIn,carousel,Announcement,901,104,166,69,5164,0.24,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-25,Replicate hook style and CTA in upcoming posts
cnt_390,X,text,Marketing,663,22,101,163,4376,0.217,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-26,Replicate hook style and CTA in upcoming posts
cnt_391,LinkedIn,image,Motivation,516,41,96,143,4892,0.163,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-27,Replicate hook style and CTA in upcoming posts
cnt_392,X,reel,Tech,1174,25,151,279,6469,0.252,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-28,Replicate hook style and CTA in upcoming posts
cnt_393,LinkedIn,reel,Announcement,965,120,181,107,6486,0.212,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-29,Replicate hook style and CTA in upcoming posts
cnt_394,LinkedIn,carousel,Tech,1042,17,162,155,5108,0.269,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-30,Replicate hook style and CTA in upcoming posts
cnt_395,X,text,Marketing,886,101,96,37,6336,0.177,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-12-31,Replicate hook style and CTA in upcoming posts
cnt_396,Instagram,image,Tech,840,68,129,214,6973,0.179,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-01,Replicate hook style and CTA in upcoming posts
cnt_397,Instagram,image,Productivity,1119,76,163,43,4252,0.329,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-02,Replicate hook style and CTA in upcoming posts
cnt_398,LinkedIn,text,Motivation,110,72,165,204,1100,0.501,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-03,Replicate hook style and CTA in upcoming posts
cnt_399,X,carousel,Announcement,41,12,66,113,384,0.604,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-04,Replicate hook style and CTA in upcoming posts
cnt_400,LinkedIn,reel,Announcement,786,50,118,256,3592,0.337,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-05,Replicate hook style and CTA in upcoming posts
cnt_401,X,carousel,Education,234,37,106,43,939,0.447,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-06,Replicate hook style and CTA in upcoming posts
cnt_402,LinkedIn,image,Announcement,658,43,116,105,6242,0.148,average,,Audience engagement consistent with baseline,2027-01-07,Experiment with hook or CTA to push performance
cnt_403,Instagram,image,Motivation,219,56,184,231,1310,0.527,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-08,Replicate hook style and CTA in upcoming posts
cnt_404,Instagram,carousel,Marketing,255,2,87,55,2151,0.185,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-09,Replicate hook style and CTA in upcoming posts
cnt_405,LinkedIn,text,Productivity,377,70,40,169,3424,0.192,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-10,Replicate hook style and CTA in upcoming posts
cnt_406,X,text,Announcement,849,80,47,95,7793,0.137,average,,Content performed as expected for this format,2027-01-11,Maintain strategy and test small variations
cnt_407,X,text,Announcement,79,94,157,101,697,0.618,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-12,Replicate hook style and CTA in upcoming posts
cnt_408,X,reel,Marketing,29,90,54,105,158,1.759,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-13,Replicate hook style and CTA in upcoming posts
cnt_409,LinkedIn,carousel,Announcement,228,102,137,95,1433,0.392,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-14,Replicate hook style and CTA in upcoming posts
cnt_410,X,image,Marketing,253,33,171,250,1839,0.384,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-15,Replicate hook style and CTA in upcoming posts
cnt_411,LinkedIn,image,Announcement,815,78,100,300,3380,0.383,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-16,Replicate hook style and CTA in upcoming posts
cnt_412,X,reel,Tech,373,104,172,152,3635,0.22,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-17,Replicate hook style and CTA in upcoming posts
cnt_413,Instagram,carousel,Education,294,40,30,122,2132,0.228,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-18,Replicate hook style and CTA in upcoming posts
cnt_414,X,text,Announcement,309,65,99,214,1491,0.461,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-19,Replicate hook style and CTA in upcoming posts
cnt_415,Instagram,carousel,Announcement,400,62,162,275,3842,0.234,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-20,Replicate hook style and CTA in upcoming posts
cnt_416,X,reel,Education,611,17,47,161,5527,0.151,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-21,Replicate hook style and CTA in upcoming posts
cnt_417,X,text,Announcement,39,62,34,99,313,0.748,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-22,Replicate hook style and CTA in upcoming posts
cnt_418,Instagram,reel,Marketing,1027,53,181,227,7084,0.21,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-23,Replicate hook style and CTA in upcoming posts
cnt_419,Instagram,image,Productivity,83,101,194,112,548,0.894,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-24,Replicate hook style and CTA in upcoming posts
cnt_420,X,text,Marketing,1121,36,43,234,7996,0.179,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-25,Replicate hook style and CTA in upcoming posts
cnt_421,X,image,Marketing,1066,14,146,58,5392,0.238,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-26,Replicate hook style and CTA in upcoming posts
cnt_422,Instagram,text,Motivation,105,97,184,225,874,0.699,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-27,Replicate hook style and CTA in upcoming posts
cnt_423,LinkedIn,reel,Announcement,526,38,8,230,2654,0.302,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-28,Replicate hook style and CTA in upcoming posts
cnt_424,X,image,Tech,260,99,60,107,2440,0.216,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-29,Replicate hook style and CTA in upcoming posts
cnt_425,Instagram,reel,Marketing,896,21,157,71,4380,0.261,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-30,Replicate hook style and CTA in upcoming posts
cnt_426,LinkedIn,image,Education,738,68,71,275,3593,0.321,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-01-31,Replicate hook style and CTA in upcoming posts
cnt_427,LinkedIn,reel,Education,1192,34,131,48,5797,0.242,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-01,Replicate hook style and CTA in upcoming posts
cnt_428,X,image,Productivity,279,89,33,127,1136,0.465,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-02,Replicate hook style and CTA in upcoming posts
cnt_429,LinkedIn,text,Announcement,824,62,36,295,7652,0.159,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-03,Replicate hook style and CTA in upcoming posts
cnt_430,X,image,Tech,945,9,162,47,6135,0.19,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-04,Replicate hook style and CTA in upcoming posts
cnt_431,Instagram,reel,Tech,775,58,124,167,7092,0.158,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-05,Replicate hook style and CTA in upcoming posts
cnt_432,X,text,Productivity,958,81,170,183,3392,0.41,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-06,Replicate hook style and CTA in upcoming posts
cnt_433,LinkedIn,image,Education,899,105,54,253,4896,0.268,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-07,Replicate hook style and CTA in upcoming posts
cnt_434,LinkedIn,image,Tech,1140,73,33,289,10403,0.148,average,,Audience engagement consistent with baseline,2027-02-08,Experiment with hook or CTA to push performance
cnt_435,Instagram,carousel,Announcement,119,5,25,235,373,1.029,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-09,Replicate hook style and CTA in upcoming posts
cnt_436,Instagram,image,Productivity,954,0,109,103,8502,0.137,average,,Content performed as expected for this format,2027-02-10,Maintain strategy and test small variations
cnt_437,Instagram,image,Tech,581,11,167,184,2768,0.341,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-11,Replicate hook style and CTA in upcoming posts
cnt_438,LinkedIn,reel,Tech,358,6,101,156,2033,0.305,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-12,Replicate hook style and CTA in upcoming posts
cnt_439,Instagram,carousel,Marketing,214,0,54,244,801,0.639,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-13,Replicate hook style and CTA in upcoming posts
cnt_440,LinkedIn,carousel,Announcement,931,1,2,175,3780,0.293,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-14,Replicate hook style and CTA in upcoming posts
cnt_441,Instagram,image,Education,165,29,98,45,704,0.479,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-15,Replicate hook style and CTA in upcoming posts
cnt_442,Instagram,reel,Marketing,632,17,97,68,3066,0.265,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-16,Replicate hook style and CTA in upcoming posts
cnt_443,LinkedIn,text,Productivity,356,56,89,109,1688,0.361,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-17,Replicate hook style and CTA in upcoming posts
cnt_444,X,text,Education,197,114,25,71,843,0.483,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-18,Replicate hook style and CTA in upcoming posts
cnt_445,X,reel,Productivity,899,40,35,126,4965,0.222,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-19,Replicate hook style and CTA in upcoming posts
cnt_446,X,reel,Tech,1153,76,153,145,9840,0.155,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-20,Replicate hook style and CTA in upcoming posts
cnt_447,X,text,Education,637,26,132,260,3456,0.305,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-21,Replicate hook style and CTA in upcoming posts
cnt_448,Instagram,carousel,Announcement,131,100,61,253,788,0.692,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-22,Replicate hook style and CTA in upcoming posts
cnt_449,Instagram,text,Marketing,165,67,3,184,1143,0.367,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-23,Replicate hook style and CTA in upcoming posts
cnt_450,Instagram,reel,Marketing,881,46,139,88,6501,0.178,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-24,Replicate hook style and CTA in upcoming posts
cnt_451,Instagram,text,Marketing,158,1,67,110,555,0.605,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-25,Replicate hook style and CTA in upcoming posts
cnt_452,LinkedIn,text,Motivation,606,80,182,256,5221,0.215,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-26,Replicate hook style and CTA in upcoming posts
cnt_453,Instagram,image,Motivation,1118,68,157,78,5627,0.253,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-27,Replicate hook style and CTA in upcoming posts
cnt_454,LinkedIn,text,Marketing,1067,117,52,79,7595,0.173,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-02-28,Replicate hook style and CTA in upcoming posts
cnt_455,Instagram,carousel,Motivation,155,39,178,223,953,0.624,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-01,Replicate hook style and CTA in upcoming posts
cnt_456,X,carousel,Motivation,909,14,116,28,5260,0.203,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-02,Replicate hook style and CTA in upcoming posts
cnt_457,LinkedIn,image,Marketing,45,90,35,5,218,0.803,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2027-03-03,Replicate hook style and CTA in upcoming posts
